artist_id,artist_name,why
7963166,Soundtrack Wonder Band,before_classif
1653463,The Gym All-Stars,before_classif
98593472,Les Meilleurs Hits Dance,before_classif
1213033,90s Maniacs,before_classif
9947866,L'Essentiel De La Chanson Française,before_classif
2995351,Don't Listen to a Word I Say,before_classif
5415946,I Don't Care Anymore,before_classif
617563,D.J. Rock 90's,before_classif
1373613,The Summer Hits Band,before_classif
14531957,Tubes français 80,before_classif
5990962,Les tubes du mondial de foot,before_classif
5164628,Acoustic Guitar Songs,before_classif
1635614,Artistes variés,before_classif
1617114,The Love Allstars,before_classif
9777878,Hit The Button Karaoke,before_classif
9844162,Hip Hop Instrumenatls,before_classif
887857,Top 40 Hits,before_classif
94005,Karaoke - Ameritz,before_classif
84877952,MSK Music,before_classif
50866602,Chansons Pour Enfants Bébé TaTaTa,before_classif
65783782,Tropical Jazz Trio,before_classif
1692764,Film & TV Masters,before_classif
12943333,Fan des années 2000,before_classif
1457955,Succès Des Années 60,before_classif
